Manufacturer,Category,Segment,Product,ProductID,isVanArsdel,IsCompeteHide,ManufacturerID,IsCompete
"Victoria","Urban","Convenience","Victoria UC-13",2183,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-14",2184,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-15",2185,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-16",2186,"No","N",14,"No"
"Aliqui","Urban","Convenience","Aliqui UC-01",2353,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-02",2354,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-03",2355,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-04",2356,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-05",2357,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-06",2358,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-07",2359,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-08",2360,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-09",2361,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-10",2362,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-11",2363,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-12",2364,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-13",2365,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-14",2366,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-15",2367,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-16",2368,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-17",2369,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-18",2370,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-19",2371,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-20",2372,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-21",2373,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-22",2374,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-23",2375,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-24",2376,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-25",2377,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-26",2378,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-27",2379,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-28",2380,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-29",2381,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-30",2382,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-31",2383,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-32",2384,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-33",2385,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-34",2386,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-35",2387,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-36",2388,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-37",2389,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-38",2390,"No","N",2,"No"
"Aliqui","Urban","Convenience","Aliqui UC-39",2391,"No","N",2,"No"
"Abbas","Urban","Extreme","Abbas UE-01",173,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-02",174,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-03",175,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-04",176,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-05",177,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-06",178,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-07",179,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-08",180,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-09",181,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-10",182,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-11",183,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-12",184,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-13",185,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-14",186,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-15",187,"No","N",1,"No"
"Abbas","Urban","Extreme","Abbas UE-16",188,"No","N",1,"No"
"VanArsdel","Urban","Extreme","Maximus UE-01",513,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-02",514,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-03",515,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-04",516,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-05",517,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-06",518,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-07",519,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-08",520,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-09",521,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-10",522,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-11",523,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-12",524,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-13",525,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-14",526,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-15",527,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-16",528,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-17",529,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-18",530,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-19",531,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-20",532,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-21",533,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-22",534,"Yes","N",7,"No"
"VanArsdel","Urban","Extreme","Maximus UE-23",535,"Yes","N",7,"No"
"Natura","Urban","Extreme","Natura UE-01",892,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-02",893,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-03",894,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-04",895,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-05",896,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-06",897,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-07",898,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-08",899,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-09",900,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-10",901,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-11",902,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-12",903,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-13",904,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-14",905,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-15",906,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-16",907,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-17",908,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-18",909,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-19",910,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-20",911,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-21",912,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-22",913,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-23",914,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-24",915,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-25",916,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-26",917,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-27",918,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-28",919,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-29",920,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-30",921,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-31",922,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-32",923,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-33",924,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-34",925,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-35",926,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-36",927,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-37",928,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-38",929,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-39",930,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-40",931,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-41",932,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-42",933,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-43",934,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-44",935,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-45",936,"No","N",8,"No"
"Natura","Urban","Extreme","Natura UE-46",937,"No","N",8,"No"
"Pirum","Urban","Extreme","Pirum UE-01",1165,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-02",1166,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-03",1167,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-04",1168,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-05",1169,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-06",1170,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-07",1171,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-08",1172,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-09",1173,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-10",1174,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-11",1175,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-12",1176,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-13",1177,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-14",1178,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-15",1179,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-16",1180,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-17",1181,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-18",1182,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-19",1183,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-20",1184,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-21",1185,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-22",1186,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-23",1187,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-24",1188,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-25",1189,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-26",1190,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-27",1191,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-28",1192,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-29",1193,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-30",1194,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-31",1195,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-32",1196,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-33",1197,"No","N",10,"No"
"Pirum","Urban","Extreme","Pirum UE-34",1198,"No","N",10,"No"
"Quibus","Urban","Extreme","Quibus UE-01",1671,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-02",1672,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-03",1673,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-04",1674,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-05",1675,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-06",1676,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-07",1677,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-08",1678,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-09",1679,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-10",1680,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-11",1681,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-12",1682,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-13",1683,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-14",1684,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-15",1685,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-16",1686,"No","N",12,"No"
"Quibus","Urban","Extreme","Quibus UE-17",1687,"No","N",12,"No"
"Salvus","Urban","Extreme","Salvus UE-01",1688,"No","N",13,"No"
"Pomum","Urban","Extreme","Pomum UE-01",1766,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-02",1767,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-03",1768,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-04",1769,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-05",1770,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-06",1771,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-07",1772,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-08",1773,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-09",1774,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-10",1775,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-11",1776,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-12",1777,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-13",1778,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-14",1779,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-15",1780,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-16",1781,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-17",1782,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-18",1783,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-19",1784,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-20",1785,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-21",1786,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-22",1787,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-23",1788,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-24",1789,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-25",1790,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-26",1791,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-27",1792,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-28",1793,"No","N",11,"No"
"Pomum","Urban","Extreme","Pomum UE-29",1794,"No","N",11,"No"
"Currus","Urban","Extreme","Currus UE-01",2041,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-02",2042,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-03",2043,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-04",2044,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-05",2045,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-06",2046,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-07",2047,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-08",2048,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-09",2049,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-10",2050,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-11",2051,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-12",2052,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-13",2053,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-14",2054,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-15",2055,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-16",2056,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-17",2057,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-18",2058,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-19",2059,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-20",2060,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-21",2061,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-22",2062,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-23",2063,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-24",2064,"No","N",4,"No"
"Currus","Urban","Extreme","Currus UE-25",2065,"No","N",4,"No"
"Victoria","Urban","Extreme","Victoria UE-01",2148,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-02",2149,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-03",2150,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-04",2151,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-05",2152,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-06",2153,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-07",2154,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-08",2155,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-09",2156,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-10",2157,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-11",2158,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-12",2159,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-13",2160,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-14",2161,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-15",2162,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-16",2163,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-17",2164,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-18",2165,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-19",2166,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-20",2167,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-21",2168,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-22",2169,"No","N",14,"No"
"Victoria","Urban","Extreme","Victoria UE-23",2170,"No","N",14,"No"
"Aliqui","Urban","Extreme","Aliqui UE-01",2327,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-02",2328,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-03",2329,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-04",2330,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-05",2331,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-06",2332,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-07",2333,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-08",2334,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-09",2335,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-10",2336,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-11",2337,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-12",2338,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-13",2339,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-14",2340,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-15",2341,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-16",2342,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-17",2343,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-18",2344,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-19",2345,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-20",2346,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-21",2347,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-22",2348,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-23",2349,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-24",2350,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-25",2351,"No","N",2,"No"
"Aliqui","Urban","Extreme","Aliqui UE-26",2352,"No","N",2,"No"
"Fama","Urban","Extreme","Fama UE-01",280,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-02",281,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-03",282,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-04",283,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-05",284,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-06",285,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-07",286,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-08",287,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-09",288,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-10",289,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-11",290,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-12",291,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-13",292,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-14",293,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-15",294,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-16",295,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-17",296,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-18",297,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-19",298,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-20",299,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-21",300,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-22",301,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-23",302,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-24",303,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-25",304,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-26",305,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-27",306,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-28",307,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-29",308,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-30",309,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-31",310,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-32",311,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-33",312,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-34",313,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-35",314,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-36",315,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-37",316,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-38",317,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-39",318,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-40",319,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-41",320,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-42",321,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-43",322,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-44",323,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-45",324,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-46",325,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-47",326,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-48",327,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-49",328,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-50",329,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-51",330,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-52",331,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-53",332,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-54",333,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-55",334,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-56",335,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-57",336,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-58",337,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-59",338,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-60",339,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-61",340,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-62",341,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-63",342,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-64",343,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-65",344,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-66",345,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-67",346,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-68",347,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-69",348,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-70",349,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-71",350,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-72",351,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-73",352,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-74",353,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-75",354,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-76",355,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-77",356,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-78",357,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-79",358,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-80",359,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-81",360,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-82",361,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-83",362,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-84",363,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-85",364,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-86",365,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-87",366,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-88",367,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-89",368,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-90",369,"No","N",5,"No"
"Fama","Urban","Extreme","Fama UE-91",370,"No","N",5,"No"
